b,22.58,10.04,u,g,x,v,0.04,t,t,09,f,g,00060,396,+
b,23.25,12.625,u,g,c,v,0.125,f,t,02,f,g,00000,5552,-
b,32.83,2.5,u,g,cc,h,2.75,t,t,06,f,g,00160,2072,+
b,42.75,4.085,u,g,aa,v,0.04,f,f,0,f,g,00108,100,-
b,23.08,2.5,u,g,ff,ff,0.085,f,f,0,t,g,00100,4208,-
b,23.08,11.5,u,g,i,v,3.5,t,t,09,f,g,00056,742,+
a,22.67,0.75,u,g,c,v,2,f,t,02,t,g,00200,394,-
b,51.83,2.04,y,p,ff,ff,1.5,f,f,0,f,g,00120,1,-
b,?,0.375,u,g,d,v,0.875,t,f,0,t,s,00928,0,-
b,36.67,2,u,g,i,v,0.25,f,f,0,t,g,00221,0,-
b,27.58,3.25,y,p,q,h,5.085,f,t,02,t,g,00369,1,-
b,29.58,4.5,u,g,w,v,7.5,t,t,02,t,g,00330,0,+
b,28.92,15,u,g,c,h,5.335,t,t,11,f,g,00000,2283,+
b,40.92,2.25,y,p,x,h,10,t,f,0,t,g,00176,0,-
b,35.58,0.75,u,g,k,v,1.5,f,f,0,t,g,00231,0,-
b,23.17,0,u,g,cc,v,0.085,t,f,0,f,g,00000,0,+
a,25.25,12.5,u,g,d,v,1,f,f,0,t,g,00180,1062,-
a,24.75,3,u,g,q,h,1.835,t,t,19,f,g,00000,500,+
a,41.17,6.5,u,g,q,v,0.5,t,t,03,t,g,00145,0,+
b,28.00,2,u,g,k,h,4.165,t,t,02,t,g,00181,0,+
a,28.17,0.375,u,g,q,v,0.585,t,t,04,f,g,00080,0,+
